Genero,Artista,Albums
Rock,Queen,"alb.515124112,alb.515112478,alb.515111789,alb.515783772,alb.515785989,alb.514493522,alb.514473053,alb.515737870,alb.514421673,alb.515695391,alb.515611478,alb.514500205,alb.514434561,alb.514487078,alb.515714833,alb.514393314,alb.495185468,alb.484258184,alb.483412378,alb.483634080,alb.481888627,alb.481903649,alb.481875077,alb.481829833,alb.481036344,alb.480723978,alb.484811358,alb.484811655,alb.485716247,alb.485716400,alb.485803547,alb.485634136,alb.485517419,alb.485028911,alb.485522128,alb.457880620,alb.457880667,alb.454690471,alb.454695355,alb.454703778,alb.458486935,alb.458486959,alb.453743089,alb.454347080,alb.454382426,alb.454342557,alb.454378310,alb.454381602,alb.454381700,alb.454381772,alb.454381802,alb.480277583,alb.480228580,alb.480243242,alb.480247026,alb.480276958,alb.480284053,alb.480237108,alb.441949866,alb.442054729,alb.441937432,alb.441935017,alb.441935479,alb.441953367,alb.441934690,alb.442098657,alb.442048282,alb.435347646,alb.434861434,alb.427038362,alb.424356071,alb.392813761,alb.332270551,alb.332254755,alb.242493093,alb.242358784,alb.359766030,alb.242358983,alb.205074426,alb.205866783,alb.208752763,alb.360640998,alb.166223450,alb.166224182,alb.166521169,alb.166871134,alb.166871208,alb.160280708,alb.161876701,alb.161835519,alb.359278649,alb.161876576,alb.161835458,alb.368227777,alb.67369854,alb.68222583,alb.113728127,alb.359885684,alb.55229245,alb.55254785,alb.55241859,alb.55239096,alb.114346817,alb.114347532,alb.55229034,alb.55256189,alb.55250217,alb.55251390,alb.114343323,alb.114350527,alb.50182358,alb.55304790,alb.55308836,alb.114350795,alb.55376370,alb.55441527,alb.55447621,alb.55367864,alb.55299187,alb.114343593,alb.114350274,alb.114353108,alb.120317043,alb.244044290,alb.326241714,alb.361769366,alb.195209223,alb.59517198,alb.59517067,alb.113897945,alb.17046551,alb.55327310,alb.55297702,alb.114352314,alb.359313405,alb.13338846,alb.59476658,alb.59476727,alb.113899198,alb.56666028,alb.6649580,alb.55316614,alb.55302691,alb.114343770,alb.353907126,alb.360690282,alb.366894899,alb.296008,alb.55308447,alb.55299120,alb.114348201,alb.195201854,alb.359687217,alb.6932163,alb.193854,alb.359825647,alb.304805,alb.111007,alb.207394,alb.55314318,alb.55317685,alb.114354382,alb.322014,alb.53431457,alb.55250492,alb.55257320,alb.359297803,alb.195045700,alb.193118,alb.195080729,alb.195040805,alb.111006,alb.47723873,alb.114347485,alb.114351013,alb.359627724,alb.102819,alb.45461618,alb.55315171,alb.55309031,alb.114352407,alb.120630185,alb.359299067,alb.53431492,alb.55240067,alb.55240100,alb.55232495,alb.55251432,alb.114353922,alb.114353140,alb.195048981,alb.359305983,alb.210158,alb.192130,alb.53431681,alb.55240808,alb.55242181,alb.55251119,alb.114354621,alb.114353331"
Rock,Bob Seger,"alb.668777996,alb.646960326,alb.636609422,alb.636600204,alb.622165855,alb.664157332,alb.568854108,alb.568692397,alb.554770148,alb.554770158,alb.554690659,alb.543372123,alb.534244591,alb.534277536,alb.530936626,alb.531257098,alb.512440929,alb.512396108,alb.512401022,alb.509599442,alb.509529362,alb.509605148,alb.509473446,alb.502121954,alb.518960369,alb.519052732,alb.518939721,alb.575805591,alb.575810073,alb.587550483,alb.587550751,alb.496660198,alb.496800442,alb.487843740,alb.487633499,alb.487847775,alb.489690276,alb.488262043,alb.467865021,alb.484855168,alb.484942834,alb.485551100,alb.485172841,alb.487526366,alb.485515419,alb.485409774,alb.485716206,alb.485553520,alb.485812566,alb.485634123,alb.487410979,alb.502074771,alb.554694141,alb.575807396,alb.575810900,alb.587551087,alb.587551191,alb.344572405,alb.426250394,alb.426251366,alb.426253567,alb.413450842,alb.413441741,alb.413441883,alb.636601354,alb.396809872,alb.396809615,alb.544205374,alb.575809358,alb.587550311,alb.391411820,alb.391410774,alb.473090166,alb.366011803,alb.366011885,alb.391756252,alb.391763359,alb.314593406,alb.310778084,alb.299197899,alb.295789303,alb.288928405,alb.286445306,alb.626024288,alb.286701288,alb.282360874,alb.282360745,alb.280909041,alb.268262750,alb.264736061,alb.264737643,alb.264737720,alb.264889001,alb.265249938,alb.264888932,alb.264888949,alb.264927285,alb.264276034,alb.261572141,alb.249264989,alb.224341951,alb.220552458,alb.220543466,alb.215138666,alb.215137503,alb.207229994,alb.207230227,alb.192713905,alb.169727056,alb.123746997,alb.66589552,alb.105748757,alb.66065906,alb.327328863,alb.49107897,alb.50586287,alb.66063926,alb.105742205,alb.49107476,alb.50572768,alb.324642839,alb.327320269,alb.329782895,alb.321154557,alb.590687852,alb.590687691,alb.11519209,alb.291195,alb.214619,alb.245961,alb.265208655,alb.265240116,alb.214617,alb.264912140,alb.264888902,alb.206053,alb.264912129,alb.264888919,alb.312995,alb.264912191,alb.264889040,alb.245296,alb.214614,alb.265208672,alb.265240072,alb.98647,alb.258671,alb.264912171,alb.264888989,alb.205924,alb.259184,alb.258424,alb.264912201,alb.264888979,alb.258423,alb.109606,alb.206051,alb.264912181,alb.264889019,alb.311333,alb.214613,alb.7372422,alb.207904,alb.214611,alb.264912154,alb.265016007"
Rock,Pink Floyd,"alb.698448673,alb.672156700,alb.631378139,alb.631378201,alb.631371156,alb.631371816,alb.631371827,alb.631372698,alb.633138658,alb.633138696,alb.633138720,alb.631372799,alb.631373068,alb.631373247,alb.631374727,alb.633150619,alb.633150640,alb.633150650,alb.633150661,alb.633150666,alb.633150677,alb.633150688,alb.633150708,alb.633150714,alb.631375729,alb.632223760,alb.632223786,alb.631372323,alb.627733715,alb.626259112,alb.626259139,alb.627733877,alb.619147103,alb.618310637,alb.618361158,alb.619061192,alb.619062566,alb.619165972,alb.619076046,alb.619076208,alb.618413450,alb.618413544,alb.618265286,alb.618355481,alb.577125594,alb.577198409,alb.578175433,alb.606146588,alb.557967910,alb.557916867,alb.526508942,alb.524461484,alb.531149707,alb.611795128,alb.512443256,alb.512428305,alb.512418312,alb.512404126,alb.502115846,alb.502018028,alb.496522668,alb.496233110,alb.487492955,alb.487325095,alb.489769268,alb.488204696,alb.489428221,alb.427300252,alb.428223059,alb.427506897,alb.612644236,alb.426998137,alb.424366039,alb.424311234,alb.424923189,alb.640404708,alb.327601529,alb.301398664,alb.253827876,alb.253827883,alb.253827898,alb.253827919,alb.253827954,alb.253827985,alb.255166686,alb.255166759,alb.255166801,alb.255166816,alb.255166908,alb.255166918,alb.393458476,alb.393458690,alb.393458931,alb.393459400,alb.393459493,alb.393459646,alb.243436894,alb.242828234,alb.393459240,alb.388397757,alb.619618479,alb.167489742,alb.167565268,alb.396613023,alb.609182394,alb.167490099,alb.167565290,alb.396585171,alb.609189454,alb.130202514,alb.51122465,alb.211405642,alb.619104262,alb.50218115,alb.57130402,alb.57135896,alb.59317590,alb.42011875,alb.50626340,alb.50537823,alb.149478,alb.301720,alb.97195,alb.50292598,alb.621793911,alb.262439,alb.56737528,alb.105935138,alb.211363562,alb.59316429,alb.219753,alb.50569912,alb.211405616,alb.393458919,alb.126211,alb.50143915,alb.103840,alb.50289900,alb.58753221,alb.105938939,alb.211359947,alb.109105,alb.50478963,alb.50588055,alb.59318417,alb.211401055,alb.388391091,alb.107472,alb.6072804,alb.50623617,alb.50569695,alb.211401127,alb.619103054,alb.619079127,alb.231016,alb.50318053,alb.114225,alb.53730833,alb.211401081,alb.619104807,alb.619061612,alb.89221,alb.50588196,alb.50534262,alb.59316410,alb.211396482,alb.241141,alb.51119313,alb.211396502,alb.619104948,alb.619062285,alb.211401109,alb.27387030,alb.50339439,alb.50523727,alb.50572445,alb.211401068,alb.619062345,alb.619076161,alb.235970,alb.211401047,alb.619103322,alb.619060620,alb.313122,alb.50314315,alb.50566287,alb.50545212,alb.59315132,alb.211401121,alb.521506532,alb.619062668,alb.619076228,alb.409962453,alb.261133,alb.50298673,alb.50515111,alb.59316067,alb.211396465,alb.619104973,alb.619062396"
Rock,Creedence Clearwater Revival,"alb.703254915,alb.700073217,alb.394244305,alb.394236116,alb.625652216,alb.390718744,alb.376907849,alb.526436679,alb.297679435,alb.289160770,alb.285936234,alb.285871947,alb.282359571,alb.284847674,alb.248451743,alb.233221582,alb.230518502,alb.220951058,alb.205073617,alb.206153583,alb.206710225,alb.207212145,alb.201959407,alb.189060465,alb.180594099,alb.180703260,alb.578734577,alb.153990343,alb.147640480,alb.146336265,alb.146339336,alb.139851088,alb.167172847,alb.323640606,alb.623180183,alb.624300434,alb.129192943,alb.119564075,alb.105333750,alb.63302976,alb.118318304,alb.65417909,alb.118294802,alb.40966481,alb.55479767,alb.55468650,alb.114147507,alb.114146331,alb.194891336,alb.663094673,alb.30848442,alb.55452839,alb.55457134,alb.57452425,alb.57455031,alb.323438325,alb.24201661,alb.56234544,alb.56246484,alb.114460167,alb.64769615,alb.64769640,alb.114279332,alb.371839902,alb.371821061,alb.57501800,alb.57500337,alb.9391404,alb.58425517,alb.320429578,alb.633809163,alb.633808302,alb.9391399,alb.55879193,alb.206089,alb.133581768,alb.140986203,alb.167173329,alb.321957,alb.57340984,alb.320809357,alb.132421,alb.9391394,alb.55697901,alb.57246703,alb.55486239,alb.55467307,alb.57957778,alb.57453694,alb.57454341,alb.76293779,alb.114559474,alb.9638480,alb.30264909,alb.9663063,alb.57187533,alb.323537694,alb.249587,alb.317507,alb.56401470,alb.56391111,alb.55894413,alb.55888604,alb.57959318,alb.9391398,alb.55889923,alb.153911,alb.56377159,alb.320836959,alb.9391396,alb.55877299,alb.359838765,alb.629458158,alb.627278150,alb.190816,alb.57187786,alb.327363793,alb.23308810,alb.56253719,alb.56256588,alb.359655785,alb.525642131,alb.626008137,alb.623180766,alb.327216816,alb.162714696,alb.23308809,alb.56253996,alb.56223500,alb.204292887,alb.359902561,alb.627270079,alb.629457413,alb.677000831,alb.23308808,alb.56259617,alb.56230905,alb.179722493,alb.359899099,alb.404586314,alb.625687767,alb.625610471,alb.684931356,alb.23308807,alb.56240321,alb.56242860,alb.194732089,alb.205870344,alb.359886396,alb.437195146,alb.629456848,alb.622723894,alb.433608759,alb.23308806,alb.56212960,alb.56228435,alb.359635189,alb.400782391,alb.627278733,alb.9486066,alb.160509594,alb.629446688,alb.23308805,alb.63169275,alb.139926742,alb.149243181,alb.179722449,alb.295190135,alb.320482285,alb.342578215,alb.359670687,alb.622550830,alb.626001870,alb.684932684"
Rock,Foreigner,"alb.639638816,alb.542478960,alb.551524194,alb.534315749,alb.534263222,alb.511232280,alb.512387754,alb.519046273,alb.481878316,alb.479632096,alb.450672351,alb.438833013,alb.434495092,alb.434490031,alb.408262193,alb.408143106,alb.407987718,alb.414039969,alb.396494293,alb.578760218,alb.590240675,alb.391411693,alb.438694128,alb.368292875,alb.391779174,alb.388491872,alb.340838047,alb.342289213,alb.320478315,alb.299899517,alb.301012027,alb.279772812,alb.280059226,alb.261864395,alb.261296078,alb.454471826,alb.257928008,alb.241049419,alb.234822537,alb.234798252,alb.234798274,alb.234812858,alb.234814492,alb.234822552,alb.234822567,alb.225803762,alb.220234703,alb.210282011,alb.292829060,alb.291752012,alb.426250955,alb.211188490,alb.205115415,alb.204420499,alb.204420607,alb.188395146,alb.189151820,alb.186487778,alb.169781761,alb.171663271,alb.415975550,alb.170493302,alb.294201726,alb.454473282,alb.168233403,alb.143941910,alb.135338272,alb.136102056,alb.62513488,alb.70802088,alb.60686437,alb.61963392,alb.469848306,alb.105332773,alb.454471543,alb.64319617,alb.64326537,alb.47959134,alb.47959186,alb.49791047,alb.412011185,alb.66293536,alb.54341243,alb.64321103,alb.277102778,alb.64323560,alb.38342551,alb.54631878,alb.64324724,alb.415673385,alb.21655517,alb.20983384,alb.131417,alb.521490853,alb.20901943,alb.251524017,alb.318314,alb.226227,alb.119819,alb.122432,alb.9058099,alb.228543,alb.317609,alb.259042,alb.259045,alb.411169891,alb.411155255,alb.454476357,alb.454599347,alb.26956031,alb.521490581,alb.180762,alb.24222823,alb.54809690,alb.411224926,alb.411167661,alb.522750578,alb.607701432,alb.157406,alb.188574,alb.24222818,alb.521530855,alb.157638,alb.24222817,alb.411155323,alb.522750471,alb.54785761,alb.454472021,alb.21858729,alb.411232974,alb.498354642,alb.601708048"
Rock,Dire Straits,"alb.616657558,alb.589437095,alb.585821095,alb.578786505,alb.559156719,alb.556689533,alb.556689464,alb.556689611,alb.556689876,alb.578794580,alb.556615123,alb.556615487,alb.556622061,alb.578824461,alb.543691026,alb.543191453,alb.544091256,alb.543153472,alb.556632215,alb.527821875,alb.524284849,alb.525020652,alb.526436056,alb.525042341,alb.589436967,alb.589437125,alb.518906272,alb.519047027,alb.516766642,alb.518723570,alb.519071963,alb.515782399,alb.514411871,alb.514396546,alb.515597653,alb.515808304,alb.514407488,alb.515609714,alb.514419916,alb.578805658,alb.487471082,alb.489679773,alb.487470526,alb.489579929,alb.489582298,alb.488162893,alb.465532767,alb.464753353,alb.484858509,alb.484795283,alb.485550850,alb.485706033,alb.485774261,alb.485641090,alb.485071466,alb.454422811,alb.454422851,alb.454422977,alb.454416378,alb.450742667,alb.454447087,alb.454446876,alb.454452052,alb.454454884,alb.454457252,alb.442231428,alb.442239609,alb.442301306,alb.442301952,alb.442197609,alb.442197733,alb.442193856,alb.450743573,alb.439361355,alb.438068365,alb.438103463,alb.439494012,alb.578798467,alb.589436902,alb.589436976,alb.289161027,alb.289161974,alb.207178567,alb.205715078,alb.134992917,alb.321574,alb.57926153,alb.57926284,alb.114724685,alb.57452228,alb.57452781,alb.57689695,alb.57689895,alb.57689449,alb.57686444,alb.114716325,alb.8775742,alb.127486,alb.269274,alb.191624264,alb.328983461,alb.329000751,alb.105046,alb.26704794,alb.56350834,alb.56352596,alb.57960473,alb.57961958,alb.114459447,alb.114285191,alb.107896,alb.26873753,alb.55253094,alb.141629932,alb.194764503,alb.88679,alb.59796069,alb.114729127,alb.356631452,alb.675122588,alb.127488,alb.579025301,alb.301492,alb.57812026,alb.57814398,alb.114726357,alb.57257711,alb.57960406,alb.57958511,alb.114284872,alb.57958189,alb.57959355,alb.114283389,alb.26704795,alb.303021,alb.57957009,alb.57961486,alb.58493124,alb.114281501,alb.119816,alb.258686,alb.57959028,alb.57959740,alb.114278350"
Rock,Heart,"alb.670521298,alb.671013775,alb.640813051,alb.643221494,alb.641399721,alb.624050115,alb.585902609,alb.585902569,alb.580028203,alb.580020944,alb.580023951,alb.580024553,alb.580029245,alb.562054008,alb.561897344,alb.590937899,alb.590937422,alb.554337254,alb.534233472,alb.521696873,alb.521920622,alb.512398370,alb.512402657,alb.512394365,alb.518987462,alb.518959268,alb.509474992,alb.509480846,alb.509602206,alb.518999639,alb.590937855,alb.590936474,alb.469236215,alb.465207696,alb.434588005,alb.445846295,alb.438837379,alb.434520067,alb.625213335,alb.426222799,alb.426205600,alb.426214658,alb.670616126,alb.416581788,alb.641399810,alb.413640121,alb.399234824,alb.398006612,alb.539570798,alb.590938798,alb.379680051,alb.412055215,alb.392931698,alb.539530093,alb.391410670,alb.404388505,alb.378948727,alb.378949176,alb.387483506,alb.368485365,alb.368485448,alb.391778784,alb.391779626,alb.361809204,alb.330649080,alb.330894981,alb.331453605,alb.302023701,alb.298985710,alb.297679052,alb.297686950,alb.297687001,alb.279543798,alb.280055456,alb.243618374,alb.244222602,alb.241362158,alb.232146824,alb.232233237,alb.359310180,alb.629226625,alb.230519127,alb.207245648,alb.207230083,alb.207230095,alb.207230139,alb.201873591,alb.204071064,alb.210531029,alb.213609009,alb.200116468,alb.396267873,alb.192684903,alb.577425740,alb.450671448,alb.169777411,alb.169647501,alb.163797091,alb.163796360,alb.578430513,alb.396318870,alb.162557288,alb.132415088,alb.132405583,alb.133740313,alb.128835012,alb.121893963,alb.77444977,alb.77443075,alb.69680507,alb.69680776,alb.56551826,alb.620896548,alb.627937156,alb.65710009,alb.396347860,alb.608790659,alb.60801483,alb.608726590,alb.131755295,alb.65099333,alb.56962916,alb.194885124,alb.64418654,alb.70721880,alb.40307139,alb.54705198,alb.64418490,alb.70722055,alb.55163026,alb.64400287,alb.143582372,alb.57281237,alb.61194018,alb.16862311,alb.141036047,alb.9052193,alb.16614634,alb.57678246,alb.20983494,alb.67839288,alb.69484846,alb.311932595,alb.56969056,alb.201078332,alb.608412178,alb.316391,alb.167702,alb.56447420,alb.56968463,alb.7338072,alb.285114,alb.23227404,alb.62327725,alb.130256586,alb.307386300,alb.301021,alb.105964820,alb.128366140,alb.217284,alb.57592330,alb.586053271,alb.113424,alb.158618,alb.117105,alb.39817899,alb.105952481,alb.158620,alb.160626094,alb.608282029,alb.258627,alb.89767,alb.566886294,alb.627617565,alb.607628982,alb.128419130,alb.261695622,alb.262945078,alb.359661813,alb.189788,alb.395993281,alb.608316852,alb.187655,alb.396021788,alb.608375709,alb.557462069,alb.274443,alb.9033167,alb.179115,alb.58303311,alb.608357448,alb.24051852,alb.117277,alb.57277477,alb.158619,alb.6195694,alb.93101,alb.57496310,alb.239206,alb.105932932"
Rock,Paul McCartney,"alb.725488131,alb.573844866,alb.573854079,alb.629214034,alb.539666042,alb.539832048,alb.627274635,alb.494910533,alb.389197591,alb.389209144,alb.628977982,alb.374696297,alb.374707386,alb.624299281,alb.341088405,alb.339081361,alb.339052889,alb.339053052,alb.359348196,alb.361821889,alb.361831478,alb.361763806,alb.359299143,alb.362279160,alb.359425647,alb.626706997,alb.623113477,alb.629209842,alb.327006765,alb.359752172,alb.625606511,alb.256035306,alb.256129625,alb.256129693,alb.256034380,alb.256089111,alb.359375161,alb.360631637,alb.361700693,alb.361698960,alb.359902790,alb.628977262,alb.623113396,alb.226095306,alb.226095402,alb.229836191,alb.229836670,alb.359419006,alb.359869438,alb.217587230,alb.201298482,alb.201313810,alb.321577834,alb.359308044,alb.627277694,alb.327013857,alb.362156851,alb.321577966,alb.359367286,alb.359300721,alb.359814834,alb.624316884,alb.126080612,alb.126099106,alb.125584242,alb.222484608,alb.321577618,alb.359819807,alb.222484554,alb.359374762,alb.359323405,alb.629456691,alb.359274556,alb.327015112,alb.361703931,alb.54337753,alb.54338948,alb.53431597,alb.249668743,alb.359301653,alb.622728386,alb.50255379,alb.55228411,alb.59390907,alb.59392104,alb.114327683,alb.359283287,alb.359381008,alb.324382648,alb.324382826,alb.336333596,alb.357261428,alb.359609080,alb.359660852,alb.360968895,alb.625581900,alb.627280849,alb.32947258,alb.55379173,alb.610673428,alb.55384194,alb.33073712,alb.336318787,alb.359635641,alb.468679154,alb.625555058,alb.30802650,alb.55468768,alb.69242123,alb.114286179,alb.254833824,alb.24024294,alb.327011263,alb.55371147,alb.55377337,alb.55391804,alb.55370733,alb.114454732,alb.114562607,alb.217145723,alb.249668408,alb.249668425,alb.392765275,alb.60931060,alb.61098912,alb.7606642,alb.54401439,alb.55231750,alb.323641804,alb.323764038,alb.336333528,alb.60538723,alb.60603033,alb.422961013,alb.32258361,alb.60572733,alb.60572770,alb.273077,alb.59045363,alb.60590311,alb.60603206,alb.32798188,alb.44782260,alb.55240931,alb.55236436,alb.277121,alb.217052,alb.32858755,alb.29325179,alb.32258357,alb.55475154,alb.55488672,alb.114176912,alb.233361,alb.100072335,alb.116065099,alb.60944543,alb.61098919,alb.42579323,alb.55229585,alb.422998960,alb.194699,alb.60944565,alb.61098985,alb.306673,alb.55375633,alb.55387505,alb.495364191,alb.495361144,alb.623193291,alb.495364258,alb.495361095,alb.624380784,alb.47364993,alb.55328874,alb.55296612,alb.389197386,alb.389198257,alb.624272092,alb.44782183,alb.55301691,alb.55319608,alb.361763720,alb.626892456,alb.60944484,alb.60732929,alb.61098934,alb.76329747,alb.128684,alb.55392613,alb.55374092,alb.321577509,alb.277391,alb.27749429,alb.44782595,alb.54349184,alb.54349459,alb.54412225,alb.54409143,alb.42579346"
Rock,HRT,"alb.10227128,alb.324820101"
Rock,Van Morrison,"alb.669203649,alb.580000389,alb.579974479,alb.583492487,alb.583491292,alb.509474951,alb.509601090,alb.489339732,alb.424108251,alb.541563243,alb.424768064,alb.422310397,alb.419455316,alb.419519877,alb.626692375,alb.393404878,alb.343068841,alb.656472334,alb.346318228,alb.343903067,alb.360657671,alb.624364373,alb.302346183,alb.398905250,alb.611908177,alb.284068494,alb.288449887,alb.289705466,alb.611865183,alb.624317974,alb.279086946,alb.277401842,alb.624183812,alb.260762350,alb.256150605,alb.253537507,alb.623439130,alb.242522027,alb.243069332,alb.226606608,alb.398002086,alb.218915417,alb.397109740,alb.397111045,alb.397111126,alb.397071478,alb.397071633,alb.397111230,alb.397109682,alb.207211517,alb.207308403,alb.207308489,alb.208923263,alb.397791850,alb.614846531,alb.203392595,alb.203391674,alb.428615206,alb.444119014,alb.196294754,alb.196294876,alb.196295277,alb.196295559,alb.196295738,alb.195212084,alb.196961380,alb.196962209,alb.197538581,alb.609979452,alb.609934386,alb.610064319,alb.609898652,alb.609976006,alb.610062433,alb.609953316,alb.396724260,alb.609883725,alb.179501952,alb.140691442,alb.626426684,alb.136460321,alb.127663813,alb.65769085,alb.207210611,alb.397755638,alb.608924938,alb.67754107,alb.351276024,alb.69269662,alb.58310008,alb.120294735,alb.52539593,alb.19781632,alb.196294855,alb.610004167,alb.397112788,alb.226203246,alb.18896832,alb.17145698,alb.56299591,alb.56298106,alb.57707048,alb.57284012,alb.57283272,alb.14882494,alb.13305001,alb.51009468,alb.63562399,alb.9391412,alb.56334579,alb.71718136,alb.7291097,alb.196294815,alb.397109892,alb.610045726,alb.5165286,alb.304259,alb.196294913,alb.397111210,alb.609900161,alb.287947,alb.290313,alb.114982,alb.88805,alb.196295485,alb.397110835,alb.609933943,alb.213991,alb.13830901,alb.108761703,alb.277658,alb.319599,alb.316684,alb.195511,alb.233104,alb.187946,alb.211975,alb.178591,alb.56334485,alb.56335105,alb.18290433,alb.209052,alb.196294842,alb.397113171,alb.610058097,alb.191819,alb.174300,alb.21473237,alb.18290431,alb.124806,alb.258309,alb.321718,alb.21473239,alb.196295519,alb.196295694,alb.196295811,alb.196295707,alb.397109770,alb.397067954,alb.397068529,alb.397071677,alb.397067537,alb.610003138,alb.609979106,alb.610062477,alb.609883752,alb.609926655,alb.110621,alb.196295394,alb.397068435,alb.610074287,alb.56334656,alb.413136896,alb.191811,alb.110000,alb.115555,alb.18290434,alb.196295249,alb.397111023,alb.610062357,alb.174303,alb.21473236,alb.196295770,alb.397068312,alb.610046815,alb.247282,alb.286360,alb.211595,alb.269529,alb.216578,alb.320892,alb.196294798,alb.609883526,alb.397113211,alb.281996,alb.196294829,alb.397113184,alb.609998184,alb.21473241,alb.180420"
Rock,The Doobie Brothers,"alb.659452783,alb.653192444,alb.653198912,alb.653204358,alb.186492445,alb.618008477,alb.620777119,alb.615918583,alb.615927187,alb.585209663,alb.585209938,alb.585205418,alb.664492232,alb.575747976,alb.543320803,alb.543176341,alb.543524682,alb.543805572,alb.544125920,alb.523131253,alb.522994171,alb.523194359,alb.509488962,alb.512284170,alb.512290637,alb.569214657,alb.569134896,alb.481903688,alb.481541888,alb.479867871,alb.426268793,alb.426280257,alb.426268907,alb.625186362,alb.419632377,alb.415826577,alb.401921142,alb.394834195,alb.394832459,alb.401904637,alb.512295066,alb.386955758,alb.424531545,alb.385698813,alb.379572058,alb.392378743,alb.376115724,alb.392380662,alb.321078701,alb.308283039,alb.347068767,alb.292623749,alb.286194110,alb.251961644,alb.252118758,alb.236595960,alb.201117336,alb.196390930,alb.607854974,alb.192317136,alb.411226632,alb.424384165,alb.192484122,alb.330987692,alb.331207213,alb.577943480,alb.182074124,alb.162495489,alb.396613197,alb.609200707,alb.158200110,alb.142703503,alb.133680061,alb.128878035,alb.131670328,alb.118870554,alb.107606699,alb.71481985,alb.63182822,alb.52834375,alb.46999853,alb.64392878,alb.54884381,alb.550523404,alb.40811556,alb.54637964,alb.64610690,alb.253551548,alb.259710469,alb.69098084,alb.54981759,alb.411233058,alb.13338809,alb.428629430,alb.54906429,alb.62347123,alb.131670432,alb.307372835,alb.54195149,alb.6570015,alb.6526179,alb.77195076,alb.98320984,alb.110553339,alb.110679335,alb.224425007,alb.476425539,alb.272976,alb.273713,alb.271394,alb.195734,alb.305352,alb.105822,alb.268323,alb.179024,alb.138262,alb.268321,alb.87137,alb.26814361,alb.126759,alb.134104,alb.58133060,alb.106519,alb.31445833,alb.50449778,alb.31445834,alb.50455447,alb.467595401,alb.28976343,alb.102277,alb.31080907,alb.411073388,alb.116536,alb.31080911,alb.411021148,alb.466971284,alb.466974141,alb.21493862,alb.301394,alb.411006931,alb.428649607,alb.252357,alb.411029021,alb.234760,alb.149167,alb.28902598,alb.411204737,alb.607841252,alb.411022932,alb.25174725,alb.243529,alb.454162966,alb.104613,alb.411029571,alb.164062,alb.411223237,alb.24996037,alb.110867,alb.411204700,alb.411209565,alb.607764620,alb.166267,alb.25174724,alb.411004614,alb.159452,alb.411223454,alb.411028955"
Rock,Electric Light Orchestra,"alb.624231960,alb.622148246,alb.620613453,alb.418668972,alb.418723928,alb.612638815,alb.321574131,alb.392533115,alb.611732256,alb.295649514,alb.285818835,alb.392795944,alb.611961562,alb.411024961,alb.614846188,alb.411079112,alb.204348047,alb.204348159,alb.204348179,alb.204988463,alb.204988502,alb.395981912,alb.395836466,alb.610027829,alb.607743598,alb.608316921,alb.610020836,alb.165150348,alb.147935791,alb.104020663,alb.104020983,alb.104021255,alb.104021335,alb.64804403,alb.64890800,alb.295649549,alb.66511239,alb.63406529,alb.427739260,alb.597800350,alb.56846915,alb.54278286,alb.54278359,alb.53670128,alb.52476678,alb.56311660,alb.69166229,alb.57002392,alb.466281059,alb.27868080,alb.56267231,alb.18290482,alb.23507776,alb.56540987,alb.38722606,alb.41636969,alb.56589753,alb.9503044,alb.56819047,alb.21550728,alb.13066397,alb.57515735,alb.71719941,alb.7509909,alb.54549392,alb.55868404,alb.169856916,alb.632053669,alb.290289,alb.270632,alb.41392995,alb.56889137,alb.438807937,alb.56326127,alb.56580235,alb.56324901,alb.56356328,alb.57767101,alb.24051827,alb.142786,alb.295649535,alb.71538183,alb.137701,alb.56265515,alb.153225701,alb.321090,alb.71851740,alb.56343934,alb.56346511,alb.56355302,alb.108333,alb.163695,alb.122345,alb.124989,alb.129160,alb.55430979,alb.118209,alb.308981,alb.241941,alb.180683,alb.311953,alb.319978607,alb.488361769,alb.632053575,alb.220748,alb.276537,alb.137693,alb.128488,alb.56335322,alb.198757,alb.168878,alb.13876779,alb.58123139,alb.71199387,alb.111740553,alb.204348118,alb.397748375,alb.661351826,alb.14149425,alb.174654,alb.57874301,alb.287536,alb.56356031,alb.56657928,alb.57874163,alb.92139,alb.107551,alb.314964,alb.56363565,alb.111715745,alb.204348069,alb.397748487,alb.661371328,alb.148747,alb.56964289,alb.72193090,alb.204348190,alb.397755925,alb.608931937,alb.11548879,alb.56535988,alb.204348148,alb.397748867,alb.614846521,alb.315174,alb.258785,alb.11600411,alb.89228,alb.57292587,alb.71049990,alb.204348132,alb.397748427,alb.614846512,alb.160449,alb.122346,alb.57836210,alb.71429767,alb.58845291,alb.129932,alb.11600410,alb.58083410,alb.58093840,alb.135713874,alb.204348168,alb.397751701,alb.232703,alb.9503046,alb.112024486,alb.608388209,alb.132924,alb.610142058,alb.609871051"
